,quotedate,expiration,strike,impliedvol,delta
466801,2020-03-20,2020-04-17,215.0,0.6589,-0.3358
466803,2020-03-20,2020-04-17,216.0,0.6541,-0.3446
466805,2020-03-20,2020-04-17,217.0,0.6487,-0.3535
466807,2020-03-20,2020-04-17,218.0,0.6433,-0.3626
466809,2020-03-20,2020-04-17,219.0,0.6381,-0.3719
466811,2020-03-20,2020-04-17,220.0,0.6332,-0.3814
466813,2020-03-20,2020-04-17,221.0,0.6282,-0.3911
466815,2020-03-20,2020-04-17,222.0,0.6234,-0.401
466817,2020-03-20,2020-04-17,223.0,0.6209,-0.4111
466819,2020-03-20,2020-04-17,224.0,0.6137,-0.4212
466821,2020-03-20,2020-04-17,225.0,0.6089,-0.4315
466823,2020-03-20,2020-04-17,226.0,0.6042,-0.442
466825,2020-03-20,2020-04-17,227.0,0.5998,-0.4527
466827,2020-03-20,2020-04-17,228.0,0.5951,-0.4635
466829,2020-03-20,2020-04-17,229.0,0.5902,-0.4745
466831,2020-03-20,2020-04-17,230.0,0.5859,-0.4855
466833,2020-03-20,2020-04-17,231.0,0.5808,-0.4968
466835,2020-03-20,2020-04-17,232.0,0.5755,-0.5083
466837,2020-03-20,2020-04-17,233.0,0.5709,-0.5198
466839,2020-03-20,2020-04-17,234.0,0.5652,-0.5315
466841,2020-03-20,2020-04-17,235.0,0.5603,-0.5433
466843,2020-03-20,2020-04-17,236.0,0.5552,-0.5553
466845,2020-03-20,2020-04-17,237.0,0.5498,-0.5674
466847,2020-03-20,2020-04-17,238.0,0.5449,-0.5796
466849,2020-03-20,2020-04-17,239.0,0.5397,-0.5919
466851,2020-03-20,2020-04-17,240.0,0.534,-0.6044
466853,2020-03-20,2020-04-17,241.0,0.5286,-0.617
466855,2020-03-20,2020-04-17,242.0,0.5227,-0.6298
466857,2020-03-20,2020-04-17,243.0,0.5169,-0.6426
466859,2020-03-20,2020-04-17,244.0,0.5106,-0.6557
466861,2020-03-20,2020-04-17,245.0,0.5042,-0.669
466863,2020-03-20,2020-04-17,246.0,0.4979,-0.6822
466865,2020-03-20,2020-04-17,247.0,0.4916,-0.6955
466867,2020-03-20,2020-04-17,248.0,0.4855,-0.7087
466869,2020-03-20,2020-04-17,249.0,0.4787,-0.7223
466871,2020-03-20,2020-04-17,250.0,0.4724,-0.7356
466873,2020-03-20,2020-04-17,251.0,0.4661,-0.7489
466875,2020-03-20,2020-04-17,252.0,0.4595,-0.7622
466877,2020-03-20,2020-04-17,253.0,0.4529,-0.7755
466879,2020-03-20,2020-04-17,254.0,0.4462,-0.7887
466881,2020-03-20,2020-04-17,255.0,0.4392,-0.8019
466883,2020-03-20,2020-04-17,256.0,0.4318,-0.8153
466885,2020-03-20,2020-04-17,257.0,0.4256,-0.8276
466887,2020-03-20,2020-04-17,258.0,0.4202,-0.8392
466889,2020-03-20,2020-04-17,259.0,0.4101,-0.8535
466891,2020-03-20,2020-04-17,260.0,0.4059,-0.8636
466893,2020-03-20,2020-04-17,261.0,0.3979,-0.8759
466895,2020-03-20,2020-04-17,262.0,0.3892,-0.8882
466897,2020-03-20,2020-04-17,263.0,0.3412,-0.9243
466899,2020-03-20,2020-04-17,264.0,0.3084,-0.9483
466901,2020-03-20,2020-04-17,265.0,0.3084,-0.9524
466903,2020-03-20,2020-04-17,266.0,0.3084,-0.9561
466905,2020-03-20,2020-04-17,267.0,0.3084,-0.9596
466907,2020-03-20,2020-04-17,268.0,0.3084,-0.9628
466909,2020-03-20,2020-04-17,269.0,0.3084,-0.9658
466911,2020-03-20,2020-04-17,270.0,0.3084,-0.9684
466913,2020-03-20,2020-04-17,271.0,0.3084,-0.9709
466915,2020-03-20,2020-04-17,272.0,0.3084,-0.9731
466917,2020-03-20,2020-04-17,273.0,0.3084,-0.9752
466919,2020-03-20,2020-04-17,274.0,0.3084,-0.977
466921,2020-03-20,2020-04-17,275.0,0.3084,-0.9787
466923,2020-03-20,2020-04-17,276.0,0.3084,-0.9803
466925,2020-03-20,2020-04-17,277.0,0.3084,-0.9816
466927,2020-03-20,2020-04-17,278.0,0.3084,-0.9829
466929,2020-03-20,2020-04-17,279.0,0.3084,-0.9840000000000001
466931,2020-03-20,2020-04-17,280.0,0.3084,-0.9851
466933,2020-03-20,2020-04-17,281.0,0.3084,-0.986
466935,2020-03-20,2020-04-17,282.0,0.3084,-0.9868
466937,2020-03-20,2020-04-17,283.0,0.3084,-0.9876
466939,2020-03-20,2020-04-17,284.0,0.3084,-0.9882
466941,2020-03-20,2020-04-17,285.0,0.3084,-0.9888
466943,2020-03-20,2020-04-17,286.0,0.3084,-0.9894
466945,2020-03-20,2020-04-17,287.0,0.3084,-0.9898
466947,2020-03-20,2020-04-17,288.0,0.3084,-0.9903
466949,2020-03-20,2020-04-17,289.0,0.3084,-0.9906
466951,2020-03-20,2020-04-17,290.0,0.3084,-0.991
466953,2020-03-20,2020-04-17,291.0,0.3084,-0.9913
466955,2020-03-20,2020-04-17,292.0,0.3084,-0.9915
466957,2020-03-20,2020-04-17,293.0,0.3084,-0.9918
466959,2020-03-20,2020-04-17,294.0,0.3084,-0.992
466961,2020-03-20,2020-04-17,295.0,0.3084,-0.9922
466963,2020-03-20,2020-04-17,296.0,0.3084,-0.9923
466965,2020-03-20,2020-04-17,297.0,0.3084,-0.9925
466967,2020-03-20,2020-04-17,298.0,0.3084,-0.9926
466969,2020-03-20,2020-04-17,299.0,0.3084,-0.9927
466971,2020-03-20,2020-04-17,300.0,0.3084,-0.9928
466973,2020-03-20,2020-04-17,301.0,0.3084,-0.9929
466975,2020-03-20,2020-04-17,302.0,0.3084,-0.993
466977,2020-03-20,2020-04-17,303.0,0.3084,-0.993
466979,2020-03-20,2020-04-17,304.0,0.3084,-0.9931
466981,2020-03-20,2020-04-17,305.0,0.3084,-0.9932
466983,2020-03-20,2020-04-17,306.0,0.3084,-0.9932
466985,2020-03-20,2020-04-17,307.0,0.3084,-0.9932
466987,2020-03-20,2020-04-17,308.0,0.3084,-0.9933
466989,2020-03-20,2020-04-17,309.0,0.3084,-0.9933
466991,2020-03-20,2020-04-17,310.0,0.3084,-0.9933
466993,2020-03-20,2020-04-17,311.0,0.3084,-0.9933
466995,2020-03-20,2020-04-17,312.0,0.3084,-0.9934
466997,2020-03-20,2020-04-17,313.0,0.3084,-0.9934
466999,2020-03-20,2020-04-17,314.0,0.3084,-0.9934
467001,2020-03-20,2020-04-17,315.0,0.3084,-0.9934
467003,2020-03-20,2020-04-17,316.0,0.3084,-0.9934
467005,2020-03-20,2020-04-17,317.0,0.3084,-0.9934
467007,2020-03-20,2020-04-17,318.0,0.3084,-0.9934
467009,2020-03-20,2020-04-17,319.0,0.3084,-0.9934
467011,2020-03-20,2020-04-17,320.0,0.3084,-0.9935
467013,2020-03-20,2020-04-17,321.0,0.3084,-0.9935
467015,2020-03-20,2020-04-17,322.0,0.3084,-0.9935
467017,2020-03-20,2020-04-17,323.0,0.3084,-0.9935
467019,2020-03-20,2020-04-17,324.0,0.3084,-0.9935
467021,2020-03-20,2020-04-17,325.0,0.3084,-0.9935
467023,2020-03-20,2020-04-17,326.0,0.3084,-0.9935
467025,2020-03-20,2020-04-17,327.0,0.3084,-0.9935
467027,2020-03-20,2020-04-17,328.0,0.3084,-0.9935
467029,2020-03-20,2020-04-17,329.0,0.3084,-0.9935
467031,2020-03-20,2020-04-17,330.0,0.3084,-0.9935
467033,2020-03-20,2020-04-17,331.0,0.3084,-0.9935
467035,2020-03-20,2020-04-17,332.0,0.3084,-0.9935
467037,2020-03-20,2020-04-17,333.0,0.3084,-0.9935
467039,2020-03-20,2020-04-17,334.0,0.3084,-0.9935
467041,2020-03-20,2020-04-17,335.0,0.3084,-0.9935
467043,2020-03-20,2020-04-17,336.0,0.3084,-0.9935
467045,2020-03-20,2020-04-17,337.0,0.3084,-0.9935
467047,2020-03-20,2020-04-17,338.0,0.3084,-0.9935
467049,2020-03-20,2020-04-17,339.0,0.3084,-0.9935
467051,2020-03-20,2020-04-17,340.0,0.3084,-0.9935
467053,2020-03-20,2020-04-17,341.0,0.3084,-0.9935
467055,2020-03-20,2020-04-17,342.0,0.3084,-0.9935
467057,2020-03-20,2020-04-17,343.0,0.3084,-0.9935
467059,2020-03-20,2020-04-17,344.0,0.3084,-0.9935
467061,2020-03-20,2020-04-17,345.0,0.3084,-0.9935
467063,2020-03-20,2020-04-17,346.0,0.3084,-0.9935
467065,2020-03-20,2020-04-17,347.0,0.3084,-0.9935
467067,2020-03-20,2020-04-17,348.0,0.3084,-0.9935
467069,2020-03-20,2020-04-17,349.0,0.3084,-0.9935
467071,2020-03-20,2020-04-17,350.0,0.3084,-0.9935
467073,2020-03-20,2020-04-17,351.0,0.3084,-0.9935
467075,2020-03-20,2020-04-17,352.0,0.3084,-0.9935
467077,2020-03-20,2020-04-17,353.0,0.3084,-0.9935
467079,2020-03-20,2020-04-17,354.0,0.3084,-0.9935
467081,2020-03-20,2020-04-17,355.0,0.3084,-0.9935
467083,2020-03-20,2020-04-17,356.0,0.3084,-0.9935
467085,2020-03-20,2020-04-17,357.0,0.3084,-0.9935
467087,2020-03-20,2020-04-17,358.0,0.3084,-0.9935
467089,2020-03-20,2020-04-17,359.0,0.3084,-0.9935
467091,2020-03-20,2020-04-17,360.0,0.3084,-0.9935
467093,2020-03-20,2020-04-17,361.0,0.3084,-0.9935
467095,2020-03-20,2020-04-17,362.0,0.3084,-0.9935
467097,2020-03-20,2020-04-17,363.0,0.3084,-0.9935
467099,2020-03-20,2020-04-17,364.0,0.3084,-0.9935
467101,2020-03-20,2020-04-17,365.0,0.3084,-0.9935
467103,2020-03-20,2020-04-17,366.0,0.3084,-0.9935
467105,2020-03-20,2020-04-17,367.0,0.3084,-0.9935
467107,2020-03-20,2020-04-17,368.0,0.3084,-0.9935
467109,2020-03-20,2020-04-17,369.0,0.3084,-0.9935
467111,2020-03-20,2020-04-17,370.0,0.3084,-0.9935
467113,2020-03-20,2020-04-17,371.0,0.3084,-0.9935
467115,2020-03-20,2020-04-17,372.0,0.3084,-0.9935
467117,2020-03-20,2020-04-17,373.0,0.3084,-0.9935
467119,2020-03-20,2020-04-17,374.0,0.3084,-0.9935
467121,2020-03-20,2020-04-17,375.0,0.3084,-0.9935
467123,2020-03-20,2020-04-17,376.0,0.3084,-0.9935
467125,2020-03-20,2020-04-17,377.0,0.3084,-0.9935
467127,2020-03-20,2020-04-17,378.0,0.3084,-0.9935
467129,2020-03-20,2020-04-17,379.0,0.3084,-0.9935
467131,2020-03-20,2020-04-17,380.0,0.3084,-0.9935
467133,2020-03-20,2020-04-17,381.0,0.3084,-0.9935
467135,2020-03-20,2020-04-17,382.0,0.3084,-0.9935
467137,2020-03-20,2020-04-17,383.0,0.3084,-0.9935
467139,2020-03-20,2020-04-17,384.0,0.3084,-0.9935
467141,2020-03-20,2020-04-17,385.0,0.3084,-0.9935
467143,2020-03-20,2020-04-17,386.0,0.3084,-0.9935
467145,2020-03-20,2020-04-17,387.0,0.3084,-0.9935
467147,2020-03-20,2020-04-17,388.0,0.3084,-0.9935
467149,2020-03-20,2020-04-17,389.0,0.3084,-0.9935
467151,2020-03-20,2020-04-17,390.0,0.3084,-0.9935
467153,2020-03-20,2020-04-17,391.0,0.3084,-0.9935
467155,2020-03-20,2020-04-17,392.0,0.3084,-0.9935
467157,2020-03-20,2020-04-17,393.0,0.3084,-0.9935
467159,2020-03-20,2020-04-17,394.0,0.3084,-0.9935
467161,2020-03-20,2020-04-17,395.0,0.3084,-0.9935
467163,2020-03-20,2020-04-17,396.0,0.3084,-0.9935
467165,2020-03-20,2020-04-17,397.0,0.3084,-0.9935
467167,2020-03-20,2020-04-17,398.0,0.3084,-0.9935
467169,2020-03-20,2020-04-17,399.0,0.3084,-0.9935
467171,2020-03-20,2020-04-17,400.0,0.3084,-0.9935
467173,2020-03-20,2020-04-17,405.0,0.3084,-0.9935
467175,2020-03-20,2020-04-17,410.0,0.3084,-0.9935
467177,2020-03-20,2020-04-17,415.0,0.3084,-0.9935
467179,2020-03-20,2020-04-17,420.0,0.3084,-0.9935
467181,2020-03-20,2020-04-17,425.0,0.3084,-0.9935
467183,2020-03-20,2020-04-17,430.0,0.3084,-0.9935
467185,2020-03-20,2020-04-17,435.0,0.3084,-0.9935
467187,2020-03-20,2020-04-17,440.0,0.3084,-0.9935
478393,2020-03-23,2020-04-20,125.0,0.9216,-0.0084
478395,2020-03-23,2020-04-20,130.0,0.8868,-0.0103
478397,2020-03-23,2020-04-20,135.0,0.8589,-0.0131
478399,2020-03-23,2020-04-20,140.0,0.8343,-0.0169
478401,2020-03-23,2020-04-20,145.0,0.8134,-0.0221
478403,2020-03-23,2020-04-20,150.0,0.792,-0.0284
478405,2020-03-23,2020-04-20,155.0,0.7733,-0.0366
478407,2020-03-23,2020-04-20,160.0,0.7572,-0.0473
478409,2020-03-23,2020-04-20,165.0,0.7425,-0.0607
478411,2020-03-23,2020-04-20,170.0,0.7294,-0.0772
478413,2020-03-23,2020-04-20,175.0,0.7168,-0.0971
478415,2020-03-23,2020-04-20,180.0,0.7044,-0.1207
478417,2020-03-23,2020-04-20,185.0,0.6919,-0.1481
478419,2020-03-23,2020-04-20,190.0,0.6795,-0.1795
478421,2020-03-23,2020-04-20,195.0,0.6664,-0.2149
478423,2020-03-23,2020-04-20,200.0,0.6528,-0.2544
478425,2020-03-23,2020-04-20,205.0,0.6374,-0.2977
478427,2020-03-23,2020-04-20,207.0,0.6308,-0.316
478429,2020-03-23,2020-04-20,208.0,0.6273,-0.3255
478431,2020-03-23,2020-04-20,209.0,0.624,-0.3351
478433,2020-03-23,2020-04-20,210.0,0.6206,-0.3448
478435,2020-03-23,2020-04-20,211.0,0.617,-0.3547
478437,2020-03-23,2020-04-20,212.0,0.6136,-0.3648
478439,2020-03-23,2020-04-20,213.0,0.6103,-0.375
478441,2020-03-23,2020-04-20,214.0,0.6067,-0.3854
478443,2020-03-23,2020-04-20,215.0,0.6029,-0.3959
478445,2020-03-23,2020-04-20,216.0,0.5996,-0.4066
478447,2020-03-23,2020-04-20,217.0,0.5958,-0.4174
478449,2020-03-23,2020-04-20,218.0,0.5922,-0.4283
478451,2020-03-23,2020-04-20,219.0,0.5886,-0.4394
478453,2020-03-23,2020-04-20,220.0,0.5849,-0.4506
478455,2020-03-23,2020-04-20,221.0,0.5813,-0.462
478457,2020-03-23,2020-04-20,222.0,0.5774,-0.4734
478459,2020-03-23,2020-04-20,223.0,0.5737,-0.485
478461,2020-03-23,2020-04-20,224.0,0.5701,-0.4967
478463,2020-03-23,2020-04-20,225.0,0.5663,-0.5085
478465,2020-03-23,2020-04-20,226.0,0.5626,-0.5204
478467,2020-03-23,2020-04-20,227.0,0.5586,-0.5324
478469,2020-03-23,2020-04-20,228.0,0.5548,-0.5445
478471,2020-03-23,2020-04-20,229.0,0.5509,-0.5566
478473,2020-03-23,2020-04-20,230.0,0.5474,-0.5687
478475,2020-03-23,2020-04-20,231.0,0.5436,-0.5809
478477,2020-03-23,2020-04-20,232.0,0.5398,-0.5932
478479,2020-03-23,2020-04-20,233.0,0.536,-0.6055
478481,2020-03-23,2020-04-20,234.0,0.5326,-0.6177
478483,2020-03-23,2020-04-20,235.0,0.5288,-0.63
478485,2020-03-23,2020-04-20,236.0,0.5254,-0.6421
478487,2020-03-23,2020-04-20,237.0,0.5219,-0.6542
478489,2020-03-23,2020-04-20,238.0,0.5183,-0.6663
478491,2020-03-23,2020-04-20,239.0,0.515,-0.6783
478493,2020-03-23,2020-04-20,240.0,0.5119,-0.69
478495,2020-03-23,2020-04-20,241.0,0.5087,-0.7018
478497,2020-03-23,2020-04-20,242.0,0.5054,-0.7134
478499,2020-03-23,2020-04-20,243.0,0.4921,-0.7299
478501,2020-03-23,2020-04-20,244.0,0.4874,-0.7421
478503,2020-03-23,2020-04-20,245.0,0.4851,-0.753
478505,2020-03-23,2020-04-20,246.0,0.4885,-0.7605
478507,2020-03-23,2020-04-20,247.0,0.4851,-0.7715
478509,2020-03-23,2020-04-20,248.0,0.48200000000000004,-0.7822
478511,2020-03-23,2020-04-20,249.0,0.4784,-0.7929
478513,2020-03-23,2020-04-20,250.0,0.4759,-0.8027
478515,2020-03-23,2020-04-20,251.0,0.4723,-0.813
478517,2020-03-23,2020-04-20,252.0,0.4692,-0.8227
478519,2020-03-23,2020-04-20,253.0,0.4679,-0.8311
478521,2020-03-23,2020-04-20,254.0,0.4642,-0.8407
478523,2020-03-23,2020-04-20,255.0,0.4623,-0.8489
478525,2020-03-23,2020-04-20,256.0,0.4599,-0.8572
478527,2020-03-23,2020-04-20,257.0,0.4576,-0.8651
478529,2020-03-23,2020-04-20,258.0,0.4553,-0.8728
478531,2020-03-23,2020-04-20,259.0,0.4527,-0.8803
478533,2020-03-23,2020-04-20,260.0,0.4501,-0.8876
478535,2020-03-23,2020-04-20,261.0,0.4462,-0.8953
478537,2020-03-23,2020-04-20,262.0,0.445,-0.9012
478539,2020-03-23,2020-04-20,263.0,0.4407,-0.9085
478541,2020-03-23,2020-04-20,264.0,0.43799999999999994,-0.9146
478543,2020-03-23,2020-04-20,265.0,0.434,-0.9211
478545,2020-03-23,2020-04-20,266.0,0.4276,-0.9284
478547,2020-03-23,2020-04-20,267.0,0.4202,-0.9358
478549,2020-03-23,2020-04-20,268.0,0.4028,-0.9470000000000001
478551,2020-03-23,2020-04-20,269.0,0.4028,-0.9502
478553,2020-03-23,2020-04-20,270.0,0.4028,-0.9531
478555,2020-03-23,2020-04-20,271.0,0.4028,-0.9559
478557,2020-03-23,2020-04-20,275.0,0.4028,-0.9654
478559,2020-03-23,2020-04-20,280.0,0.4028,-0.9742
478561,2020-03-23,2020-04-20,285.0,0.4028,-0.9804
478563,2020-03-23,2020-04-20,290.0,0.4028,-0.9847
478565,2020-03-23,2020-04-20,295.0,0.4028,-0.9875
478567,2020-03-23,2020-04-20,300.0,0.4028,-0.9895
478569,2020-03-23,2020-04-20,305.0,0.4028,-0.9907
478571,2020-03-23,2020-04-20,310.0,0.4028,-0.9915
478573,2020-03-23,2020-04-20,315.0,0.4028,-0.992
478575,2020-03-23,2020-04-20,320.0,0.4028,-0.9923
478577,2020-03-23,2020-04-20,325.0,0.4028,-0.9925
478579,2020-03-23,2020-04-20,330.0,0.4028,-0.9927
478581,2020-03-23,2020-04-20,335.0,0.4028,-0.9927
478583,2020-03-23,2020-04-20,340.0,0.4028,-0.9928
489823,2020-03-24,2020-04-24,115.0,1.0643,-0.0052
489825,2020-03-24,2020-04-24,120.0,1.0293,-0.0063
489827,2020-03-24,2020-04-24,125.0,1.0023,-0.0079
489829,2020-03-24,2020-04-24,130.0,0.9712,-0.0096
489831,2020-03-24,2020-04-24,135.0,0.9422,-0.0117
489833,2020-03-24,2020-04-24,140.0,0.912,-0.0141
489835,2020-03-24,2020-04-24,145.0,0.8861,-0.0173
489837,2020-03-24,2020-04-24,150.0,0.8607,-0.0211
489839,2020-03-24,2020-04-24,155.0,0.8388,-0.026000000000000002
489841,2020-03-24,2020-04-24,160.0,0.8163,-0.0317
489843,2020-03-24,2020-04-24,165.0,0.7971,-0.0391
489845,2020-03-24,2020-04-24,170.0,0.7783,-0.048
489847,2020-03-24,2020-04-24,175.0,0.7609,-0.0587
489849,2020-03-24,2020-04-24,180.0,0.7447,-0.0716
489851,2020-03-24,2020-04-24,185.0,0.7274,-0.0864
489853,2020-03-24,2020-04-24,190.0,0.7111,-0.1039
489855,2020-03-24,2020-04-24,195.0,0.6941,-0.1239
489857,2020-03-24,2020-04-24,200.0,0.6768,-0.1467
489859,2020-03-24,2020-04-24,201.0,0.6734,-0.1516
489861,2020-03-24,2020-04-24,202.0,0.6697,-0.1566
489863,2020-03-24,2020-04-24,203.0,0.6661,-0.1618
489865,2020-03-24,2020-04-24,204.0,0.6625,-0.1671
489867,2020-03-24,2020-04-24,205.0,0.6589,-0.1725
489869,2020-03-24,2020-04-24,206.0,0.6556,-0.1782
489871,2020-03-24,2020-04-24,207.0,0.6515,-0.1838
489873,2020-03-24,2020-04-24,208.0,0.6479,-0.1896
489875,2020-03-24,2020-04-24,209.0,0.6443,-0.1956
489877,2020-03-24,2020-04-24,210.0,0.6403,-0.2016
489879,2020-03-24,2020-04-24,211.0,0.6365,-0.2079
489881,2020-03-24,2020-04-24,212.0,0.6325,-0.2142
489883,2020-03-24,2020-04-24,213.0,0.6288,-0.2208
489885,2020-03-24,2020-04-24,214.0,0.6248,-0.2274
489887,2020-03-24,2020-04-24,215.0,0.621,-0.2343
489889,2020-03-24,2020-04-24,216.0,0.6172,-0.2413
489891,2020-03-24,2020-04-24,217.0,0.6133,-0.2484
489893,2020-03-24,2020-04-24,218.0,0.6091,-0.2557
489895,2020-03-24,2020-04-24,219.0,0.6053,-0.2632
489897,2020-03-24,2020-04-24,220.0,0.6012,-0.2708
489899,2020-03-24,2020-04-24,221.0,0.5972,-0.2786
489901,2020-03-24,2020-04-24,222.0,0.5934,-0.2866
489903,2020-03-24,2020-04-24,223.0,0.5896,-0.2948
489905,2020-03-24,2020-04-24,224.0,0.5853,-0.303
489907,2020-03-24,2020-04-24,225.0,0.5814,-0.3115
489909,2020-03-24,2020-04-24,226.0,0.5774,-0.3202
489911,2020-03-24,2020-04-24,227.0,0.5735,-0.32899999999999996
489913,2020-03-24,2020-04-24,228.0,0.5694,-0.33799999999999997
489915,2020-03-24,2020-04-24,229.0,0.5654,-0.3472
489917,2020-03-24,2020-04-24,230.0,0.5613,-0.3565
489919,2020-03-24,2020-04-24,231.0,0.5573,-0.3661
489921,2020-03-24,2020-04-24,232.0,0.5531,-0.3758
489923,2020-03-24,2020-04-24,233.0,0.5492,-0.3857
489925,2020-03-24,2020-04-24,234.0,0.545,-0.3957
489927,2020-03-24,2020-04-24,235.0,0.5412,-0.4059
489929,2020-03-24,2020-04-24,236.0,0.537,-0.4163
489931,2020-03-24,2020-04-24,237.0,0.5329,-0.4269
489933,2020-03-24,2020-04-24,238.0,0.5286,-0.4376
489935,2020-03-24,2020-04-24,239.0,0.5248,-0.4485
489937,2020-03-24,2020-04-24,240.0,0.5207,-0.4596
489939,2020-03-24,2020-04-24,241.0,0.5166,-0.4708
489941,2020-03-24,2020-04-24,242.0,0.5125,-0.4821
489943,2020-03-24,2020-04-24,242.5,0.5106,-0.4878
489945,2020-03-24,2020-04-24,243.0,0.5086,-0.4936
489947,2020-03-24,2020-04-24,244.0,0.5048,-0.5052
489949,2020-03-24,2020-04-24,245.0,0.5008,-0.517
489951,2020-03-24,2020-04-24,246.0,0.4967,-0.5288
489953,2020-03-24,2020-04-24,247.0,0.4928,-0.5408
489955,2020-03-24,2020-04-24,247.5,0.4909,-0.5468
489957,2020-03-24,2020-04-24,248.0,0.489,-0.5529
489959,2020-03-24,2020-04-24,249.0,0.4851,-0.565
489961,2020-03-24,2020-04-24,250.0,0.4811,-0.5773
489963,2020-03-24,2020-04-24,251.0,0.4772,-0.5896
489965,2020-03-24,2020-04-24,252.0,0.4735,-0.6019
489967,2020-03-24,2020-04-24,252.5,0.4716,-0.6081
489969,2020-03-24,2020-04-24,253.0,0.4696,-0.6143
489971,2020-03-24,2020-04-24,254.0,0.4658,-0.6267
489973,2020-03-24,2020-04-24,255.0,0.4618,-0.6392
489975,2020-03-24,2020-04-24,256.0,0.4578,-0.6518
489977,2020-03-24,2020-04-24,257.0,0.4539,-0.6642
489979,2020-03-24,2020-04-24,257.5,0.452,-0.6704
489981,2020-03-24,2020-04-24,258.0,0.4499,-0.6767
489983,2020-03-24,2020-04-24,259.0,0.446,-0.6892
489985,2020-03-24,2020-04-24,260.0,0.442,-0.7016
489987,2020-03-24,2020-04-24,261.0,0.4381,-0.7139
489989,2020-03-24,2020-04-24,262.0,0.4338,-0.7264
489991,2020-03-24,2020-04-24,263.0,0.4298,-0.7386
489993,2020-03-24,2020-04-24,264.0,0.4256,-0.7508
489995,2020-03-24,2020-04-24,265.0,0.4213,-0.7629
489997,2020-03-24,2020-04-24,266.0,0.4171,-0.7748
489999,2020-03-24,2020-04-24,267.0,0.4118,-0.7873
490001,2020-03-24,2020-04-24,268.0,0.4069,-0.7994
490003,2020-03-24,2020-04-24,269.0,0.402,-0.8112
490005,2020-03-24,2020-04-24,270.0,0.3966,-0.8232
490007,2020-03-24,2020-04-24,271.0,0.3915,-0.8347
490009,2020-03-24,2020-04-24,272.0,0.3858,-0.8464
490011,2020-03-24,2020-04-24,272.5,0.3826,-0.8523
490013,2020-03-24,2020-04-24,273.0,0.3798,-0.8579
490015,2020-03-24,2020-04-24,274.0,0.3729,-0.8698
490017,2020-03-24,2020-04-24,275.0,0.3659,-0.8814
490019,2020-03-24,2020-04-24,276.0,0.3579,-0.8932
490021,2020-03-24,2020-04-24,277.0,0.3493,-0.9049
490023,2020-03-24,2020-04-24,277.5,0.3439,-0.9113
490025,2020-03-24,2020-04-24,278.0,0.3382,-0.9177
490027,2020-03-24,2020-04-24,279.0,0.3245,-0.9313
490029,2020-03-24,2020-04-24,280.0,0.3021,-0.9488
490031,2020-03-24,2020-04-24,281.0,0.3021,-0.9525
490033,2020-03-24,2020-04-24,282.0,0.3021,-0.956
490035,2020-03-24,2020-04-24,282.5,0.3021,-0.9576
490037,2020-03-24,2020-04-24,283.0,0.3021,-0.9592
490039,2020-03-24,2020-04-24,284.0,0.3021,-0.9622
490041,2020-03-24,2020-04-24,285.0,0.3021,-0.9649
490043,2020-03-24,2020-04-24,286.0,0.3021,-0.9675
490045,2020-03-24,2020-04-24,287.0,0.3021,-0.9698
490047,2020-03-24,2020-04-24,287.5,0.3021,-0.9709
490049,2020-03-24,2020-04-24,288.0,0.3021,-0.972
490051,2020-03-24,2020-04-24,289.0,0.3021,-0.9739
490053,2020-03-24,2020-04-24,290.0,0.3021,-0.9758
490055,2020-03-24,2020-04-24,291.0,0.3021,-0.9774
490057,2020-03-24,2020-04-24,292.0,0.3021,-0.9790000000000001
490059,2020-03-24,2020-04-24,292.5,0.3021,-0.9797
490061,2020-03-24,2020-04-24,293.0,0.3021,-0.9804
490063,2020-03-24,2020-04-24,294.0,0.3021,-0.9816
490065,2020-03-24,2020-04-24,295.0,0.3021,-0.9828
490067,2020-03-24,2020-04-24,296.0,0.3021,-0.9839
490069,2020-03-24,2020-04-24,297.0,0.3021,-0.9848
490071,2020-03-24,2020-04-24,297.5,0.3021,-0.9853
490073,2020-03-24,2020-04-24,298.0,0.3021,-0.9857
490075,2020-03-24,2020-04-24,299.0,0.3021,-0.9865
490077,2020-03-24,2020-04-24,300.0,0.3021,-0.9873
490079,2020-03-24,2020-04-24,301.0,0.3021,-0.9879
490081,2020-03-24,2020-04-24,302.0,0.3021,-0.9885
490083,2020-03-24,2020-04-24,302.5,0.3021,-0.9888
490085,2020-03-24,2020-04-24,303.0,0.3021,-0.9890000000000001
490087,2020-03-24,2020-04-24,304.0,0.3021,-0.9895
490089,2020-03-24,2020-04-24,305.0,0.3021,-0.99
490091,2020-03-24,2020-04-24,306.0,0.3021,-0.9904
490093,2020-03-24,2020-04-24,307.0,0.3021,-0.9907
490095,2020-03-24,2020-04-24,307.5,0.3021,-0.9909
490097,2020-03-24,2020-04-24,308.0,0.3021,-0.991
490099,2020-03-24,2020-04-24,309.0,0.3021,-0.9913
490101,2020-03-24,2020-04-24,310.0,0.3021,-0.9916
490103,2020-03-24,2020-04-24,311.0,0.3021,-0.9918
490105,2020-03-24,2020-04-24,312.5,0.3021,-0.9921
490107,2020-03-24,2020-04-24,315.0,0.3021,-0.9925
490109,2020-03-24,2020-04-24,317.5,0.3021,-0.9928
490111,2020-03-24,2020-04-24,320.0,0.3021,-0.9931
490113,2020-03-24,2020-04-24,322.5,0.3021,-0.9932
490115,2020-03-24,2020-04-24,325.0,0.3021,-0.9933
